card_id,name,rarity,type,cost,attribute,power,counter,color,block,feature,effect,set
OP01-016,Nami,R,CHARACTER,1,Special,2000,1000,Red,1,Straw Hat Crew,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",-The Three Captains-[ST-10]
OP01-025,Roronoa Zoro,SR,CHARACTER,3,Slash,5000,-,Red,1,Supernovas/Straw Hat Crew,[Rush] (This card can attack on the turn in which it is played.),-The Three Captains-[ST-10]
ST10-001,Trafalgar Law,L,LEADER,Life4,Slash,5000,-,Red/Purple,2,Heart Pirates,"[Activate: Main] [Once Per Turn] DON!! −3 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Place up to 1 of your opponent's Characters with 3000 power or less at the bottom of the owner's deck, and play up to 1 Character card with a cost of 4 or less from your hand.",-The Three Captains-[ST-10]
ST10-002,Monkey.D.Luffy,L,LEADER,Life3,Strike,6000,-,Red/Purple,2,Straw Hat Crew,"[Activate: Main] [Once Per Turn] If you have 0 DON!! cards on your field or 8 or more DON!! cards on your field, add up to 1 DON!! card from your DON!! deck and set it as active.",-The Three Captains-[ST-10]
ST10-003,"Eustass""Captain""Kid",L,LEADER,Life5,Special,5000,-,Red/Purple,2,Kid Pirates,"[Your Turn] If you have 4 or more Life cards, give this Leader −1000 power.[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): This Leader gains +2000 power during this turn.",-The Three Captains-[ST-10]
ST10-004,Sanji,C,CHARACTER,6,Strike,6000,1000,Red,2,Straw Hat Crew,"[On Play] If your opponent has a Character with 5000 or more power, this Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)",-The Three Captains-[ST-10]
ST10-005,Jinbe,C,CHARACTER,2,Strike,2000,2000,Red,2,Fish-Man/Straw Hat Crew,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −2000 power during this turn.,-The Three Captains-[ST-10]
ST10-006,Monkey.D.Luffy,SR,CHARACTER,10,Strike,11000,-,Red,2,Straw Hat Crew,"[Rush] (This card can attack on the turn in which it is played.)[Once Per Turn] When your opponent activates a [Blocker], K.O. up to 1 of your opponent's Characters with 8000 power or less.",-The Three Captains-[ST-10]
ST10-007,Killer,C,CHARACTER,5,Slash,6000,1000,Purple,2,Kid Pirates,"[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.",-The Three Captains-[ST-10]
ST10-008,Shachi & Penguin,C,CHARACTER,4,Ranged,5000,2000,Purple,2,Heart Pirates,"[On Play] If you have 3 or less DON!! cards on your field, add up to 2 DON!! cards from your DON!! deck and rest them.",-The Three Captains-[ST-10]
ST10-009,Jean Bart,C,CHARACTER,4,Strike,5000,1000,Purple,2,Heart Pirates,[On Play] ➀ (You may rest the specified number of DON!! cards in your cost area.): Add up to 1 DON!! card from your DON!! deck and set it as active.,-The Three Captains-[ST-10]
ST10-010,Trafalgar Law,SR,CHARACTER,4,Slash,5000,1000,Purple,2,Heart Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your opponent has 7 or more cards in their hand, trash 2 cards from your opponent's hand.",-The Three Captains-[ST-10]
ST10-011,Heat,C,CHARACTER,3,Special,4000,1000,Purple,2,Kid Pirates,"[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, this Character gains +2000 power until the start of your next turn.",-The Three Captains-[ST-10]
ST10-012,Bepo,C,CHARACTER,4,Strike,5000,1000,Purple,2,Minks/Heart Pirates,"[On Play]/[When Attacking] If your opponent has more DON!! cards on their field than you, add up to 1 DON!! card from your DON!! deck and rest it.",-The Three Captains-[ST-10]
ST10-013,"Eustass""Captain""Kid",SR,CHARACTER,7,Special,8000,-,Purple,2,Kid Pirates,[On Play]/[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Up to 1 of your Leader gains +1000 power until the start of your next turn.,-The Three Captains-[ST-10]
ST10-014,Wire,C,CHARACTER,3,Slash,3000,1000,Purple,2,Kid Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, draw 1 card and trash 1 card from your hand.",-The Three Captains-[ST-10]
ST10-015,Gum-Gum Giant Sumo Slap,C,EVENT,1,,-,-,Red,2,Straw Hat Crew,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle, and K.O. up to 1 of your opponent's Characters with 2000 power or less.",-The Three Captains-[ST-10]
ST10-016,Gum-Gum Kong Gatling,C,EVENT,5,,-,-,Red,2,Straw Hat Crew,[Main] K.O. up to 1 of your opponent's Characters with 7000 power or less.,-The Three Captains-[ST-10]
ST10-017,Punk Vise,C,EVENT,3,,-,-,Purple,2,Kid Pirates,"[Main] Rest up to 1 of your opponent's Characters with a cost of 2 or less, and add up to 1 DON!! card from your DON!! deck and rest it.",-The Three Captains-[ST-10]
