card_id,name,rarity,type,cost,attribute,power,counter,color,block,feature,effect,set
OP02-093,Smoker,L,LEADER,Life5,Special,5000,-,Black,1,Navy,"[DON!! x1] [Activate: Main] [Once Per Turn] Give up to 1 of your opponent's Characters −1 cost during this turn. Then, if there is a Character with a cost of 0, this Leader gains +1000 power during this turn.",-Black Smoker- [ST-19]
OP02-098,Koby,R,CHARACTER,3,Strike,4000,1000,Black,1,Navy,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,-Black Smoker- [ST-19]
OP02-106,Tsuru,UC,CHARACTER,1,Wisdom,-,2000,Black,1,Navy,[On Play] Give up to 1 of your opponent's Characters −2 cost during this turn.,-Black Smoker- [ST-19]
OP02-108,Donquixote Rosinante,C,CHARACTER,2,Special,2000,1000,Black,1,Navy/Donquixote Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",-Black Smoker- [ST-19]
OP02-109,Jaguar.D.Saul,C,CHARACTER,4,Strike,6000,1000,Black,1,Giant/Navy,-,-Black Smoker- [ST-19]
OP02-113,Helmeppo,UC,CHARACTER,3,Slash,3000,1000,Black,1,Navy,"[When Attacking] Give up to 1 of your opponent's Characters −2 cost during this turn. Then, if there is a Character with a cost of 0, this Character gains +2000 power during this battle.",-Black Smoker- [ST-19]
OP02-116,Yamakaji,C,CHARACTER,3,Slash,5000,1000,Black,1,Navy,-,-Black Smoker- [ST-19]
OP02-117,Ice Age,UC,EVENT,1,,-,-,Black,1,Navy,[Main] Give up to 1 of your opponent's Characters −5 cost during this turn.,-Black Smoker- [ST-19]
OP03-079,Vergo,UC,CHARACTER,5,Strike,5000,2000,Black,1,Navy/Donquixote Pirates,[DON!! x1] This Character cannot be K.O.'d in battle.,-Black Smoker- [ST-19]
OP03-089,Brannew,R,CHARACTER,2,Wisdom,3000,1000,Black,1,Navy,"[On Play] Look at 3 cards from the top of your deck; reveal up to 1 {Navy} type card other than [Brannew] and add it to your hand. Then, trash the rest.",-Black Smoker- [ST-19]
ST19-001,Smoker,C,CHARACTER,6,Special,8000,-,Black,3,Navy,[On Play] You may trash 1 black {Navy} type card from your hand: Up to 2 of your opponent's Characters with a cost of 4 or less cannot attack until the end of your opponent's next turn.,-Black Smoker- [ST-19]
ST19-002,Sengoku,C,CHARACTER,1,Wisdom,1000,1000,Black,3,Navy,"[On Play] You may trash 2 black {Navy} type cards from your hand: If your Leader has the {Navy} type, draw 3 cards.",-Black Smoker- [ST-19]
ST19-003,Tashigi,SR,CHARACTER,5,Slash,6000,1000,Black,3,Navy,"[On Play] If your Leader is [Smoker], give up to 1 of your opponent's Characters −4 cost during this turn.[Activate: Main] [Once Per Turn] If this Character was played on this turn, trash up to 1 of your opponent's Characters with a cost of 0.",-Black Smoker- [ST-19]
ST19-004,Hina,SR,CHARACTER,4,Special,6000,-,Black,3,Navy,[DON!! x1] [Opponent's Turn] This Character gains +4 cost.[Activate: Main] [Once Per Turn] You may place 1 card from your trash at the bottom of your deck: Give up to 1 rested DON!! card to your Leader or 1 of your Characters.,-Black Smoker- [ST-19]
ST19-005,Monkey.D.Garp,C,CHARACTER,3,Strike,4000,1000,Black,3,Navy,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Activate: Main] [Once Per Turn] You may place 1 card from your trash at the bottom of your deck: Give up to 1 of your opponent's Characters −1 cost during this turn.",-Black Smoker- [ST-19]
