card_id,name,rarity,type,cost,attribute,power,counter,color,block,feature,effect,set
OP05-001,Sabo,L,LEADER,Life4,Special,5000,-,Red/Black,2,Revolutionary Army,"[DON!! x1] [Opponent's Turn] [Once Per Turn] If your Character with 5000 power or more would be K.O.'d, you may give that Character −1000 power during this turn instead of that Character being K.O.'d.",-AWAKENING OF THE NEW ERA-[OP05]
OP05-001,Sabo,L,LEADER,Life4,Special,5000,-,Red/Black,2,Revolutionary Army,"[DON!! x1] [Opponent's Turn] [Once Per Turn] If your Character with 5000 power or more would be K.O.'d, you may give that Character −1000 power during this turn instead of that Character being K.O.'d.",-AWAKENING OF THE NEW ERA-[OP05]
OP05-002,Belo Betty,L,LEADER,Life4,Special,5000,-,Red/Yellow,2,Revolutionary Army,[Activate: Main] [Once Per Turn] You may trash 1 {Revolutionary Army} type card from your hand: Up to 3 of your {Revolutionary Army} type Characters or Characters with a [Trigger] gain +3000 power during this turn.,-AWAKENING OF THE NEW ERA-[OP05]
OP05-002,Belo Betty,L,LEADER,Life4,Special,5000,-,Red/Yellow,2,Revolutionary Army,[Activate: Main] [Once Per Turn] You may trash 1 {Revolutionary Army} type card from your hand: Up to 3 of your {Revolutionary Army} type Characters or Characters with a [Trigger] gain +3000 power during this turn.,-AWAKENING OF THE NEW ERA-[OP05]
OP05-003,Inazuma,UC,CHARACTER,3,Slash,4000,1000,Red,1,Revolutionary Army,"If you have a Character with 7000 power or more other than this Character, this Character gains [Rush].(This card can attack on the turn in which it is played.)",-AWAKENING OF THE NEW ERA-[OP05]
OP05-004,Emporio.Ivankov,UC,CHARACTER,4,Special,5000,1000,Red,1,Revolutionary Army,"[Activate: Main] [Once Per Turn] If this Character has 7000 power or more, play up to 1 {Revolutionary Army} type Character card with 5000 power or less other than [Emporio.Ivankov] from your hand.",-AWAKENING OF THE NEW ERA-[OP05]
OP05-005,Karasu,R,CHARACTER,4,Special,5000,1000,Red,1,Revolutionary Army,"[On Play] If your Leader has the {Revolutionary Army} type, give up to 1 of your opponent's Leader or Character cards −1000 power during this turn.[When Attacking] If this Character has 7000 power or more, give up to 1 of your opponent's Leader or Character cards −1000 power during this turn.",-AWAKENING OF THE NEW ERA-[OP05]
OP05-006,Koala,SR,CHARACTER,2,Strike,3000,2000,Red,1,Revolutionary Army,"[On Play] If your Leader has the {Revolutionary Army} type, give up to 1 of your opponent's Characters −3000 power during this turn.",-AWAKENING OF THE NEW ERA-[OP05]
OP05-006,Koala,SR,CHARACTER,2,Strike,3000,2000,Red,2,Revolutionary Army,"[On Play] If your Leader has the {Revolutionary Army} type, give up to 1 of your opponent's Characters −3000 power during this turn.",-AWAKENING OF THE NEW ERA-[OP05]
OP05-007,Sabo,SR,CHARACTER,6,Special,7000,-,Red,1,Revolutionary Army,[On Play] K.O. up to 2 of your opponent's Characters with a total power of 4000 or less.,-AWAKENING OF THE NEW ERA-[OP05]
OP05-007,Sabo,SR,CHARACTER,6,Special,7000,-,Red,2,Revolutionary Army,[On Play] K.O. up to 2 of your opponent's Characters with a total power of 4000 or less.,-AWAKENING OF THE NEW ERA-[OP05]
OP05-008,Chaka,UC,CHARACTER,5,Slash,6000,1000,Red,1,Alabasta,[DON!! x1] [Activate: Main] [Once Per Turn] Give up to 2 rested DON!! cards to your Leader or 1 of your Characters.,-AWAKENING OF THE NEW ERA-[OP05]
OP05-009,Toh-Toh,C,CHARACTER,1,Wisdom,-,2000,Red,1,Alabasta,[On Play] Draw 1 card if your Leader has 0 power or less.,-AWAKENING OF THE NEW ERA-[OP05]
OP05-010,Nico Robin,UC,CHARACTER,1,Strike,2000,1000,Red,1,Straw Hat Crew,[On Play] K.O. up to 1 of your opponent's Characters with 1000 power or less.,-AWAKENING OF THE NEW ERA-[OP05]
OP05-011,Bartholomew Kuma,C,CHARACTER,2,Strike,2000,1000,Red,1,The Seven Warlords of the Sea/Revolutionary Army,[On Play] K.O. up to 1 of your opponent's Characters with 2000 power or less.,-AWAKENING OF THE NEW ERA-[OP05]
OP05-012,Hack,C,CHARACTER,3,Strike,5000,1000,Red,1,Fish-Man/Revolutionary Army,-,-AWAKENING OF THE NEW ERA-[OP05]
OP05-013,Bunny Joe,C,CHARACTER,2,Ranged,2000,1000,Red,1,Revolutionary Army,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",-AWAKENING OF THE NEW ERA-[OP05]
OP05-014,Pell,C,CHARACTER,3,Slash,4000,1000,Red,1,Alabasta,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −2000 power during this turn.,-AWAKENING OF THE NEW ERA-[OP05]
OP05-015,Belo Betty,R,CHARACTER,1,Special,2000,1000,Red,1,Revolutionary Army,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Revolutionary Army} type card other than [Belo Betty] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",-AWAKENING OF THE NEW ERA-[OP05]
OP05-015,Belo Betty,R,CHARACTER,1,Special,2000,1000,Red,2,Revolutionary Army,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Revolutionary Army} type card other than [Belo Betty] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",-AWAKENING OF THE NEW ERA-[OP05]
OP05-016,Morley,R,CHARACTER,3,Special,5000,-,Red,1,Giant/Revolutionary Army,"[When Attacking] If this Character has 7000 power or more, your opponent cannot activate [Blocker] during this battle.",-AWAKENING OF THE NEW ERA-[OP05]
OP05-017,Lindbergh,R,CHARACTER,4,Special,5000,1000,Red,1,Minks/Revolutionary Army,"[When Attacking] If this Character has 7000 power or more, K.O. up to 1 of your opponent's Characters with 3000 power or less.",-AWAKENING OF THE NEW ERA-[OP05]
OP05-018,Emporio Energy Hormone,C,EVENT,3,,-,-,Red,2,Revolutionary Army,"[Counter] Up to 1 of your Leader or Character cards gains +3000 power during this battle. Then, play up to 1 {Revolutionary Army} type Character card with 5000 power or less from your hand.",-AWAKENING OF THE NEW ERA-[OP05]
OP05-019,Fire Fist,R,EVENT,2,,-,-,Red,2,Revolutionary Army,"[Main] Give up to 1 of your opponent's Characters −4000 power during this turn. Then, if you have 2 or less Life cards, K.O. up to 1 of your opponent's Characters with 0 power or less.",-AWAKENING OF THE NEW ERA-[OP05]
OP05-020,Four Thousand-Brick Fist,UC,EVENT,2,,-,-,Red,2,Fish-Man/Revolutionary Army,"[Main] Up to 1 of your Leader or Character cards gains +2000 power during this turn. Then, K.O. up to 1 of your opponent's Characters with 2000 power or less.",-AWAKENING OF THE NEW ERA-[OP05]
OP05-021,Revolutionary Army HQ,UC,STAGE,1,,-,-,Red,2,Revolutionary Army,"[Activate: Main] You may trash 1 card from your hand and rest this Stage: Look at 3 cards from the top of your deck; reveal up to 1 {Revolutionary Army} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",-AWAKENING OF THE NEW ERA-[OP05]
OP05-022,Donquixote Rosinante,L,LEADER,Life4,Special,5000,-,Green/Blue,2,Navy/Donquixote Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[End of Your Turn] If you have 6 or less cards in your hand, set this Leader as active.",-AWAKENING OF THE NEW ERA-[OP05]
OP05-022,Donquixote Rosinante,L,LEADER,Life4,Special,5000,-,Green/Blue,2,Navy/Donquixote Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[End of Your Turn] If you have 6 or less cards in your hand, set this Leader as active.",-AWAKENING OF THE NEW ERA-[OP05]
OP05-023,Vergo,R,CHARACTER,3,Strike,4000,1000,Green,1,Navy/Donquixote Pirates,[DON!! x1] [When Attacking] K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.,-AWAKENING OF THE NEW ERA-[OP05]
OP05-024,Kuween,C,CHARACTER,2,Strike,2000,1000,Green,1,Donquixote Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",-AWAKENING OF THE NEW ERA-[OP05]
OP05-025,Gladius,C,CHARACTER,5,Special,6000,1000,Green,1,Donquixote Pirates,[Activate: Main] You may rest this Character: Rest up to 1 of your opponent's Characters with a cost of 3 or less.,-AWAKENING OF THE NEW ERA-[OP05]
OP05-026,Sarquiss,C,CHARACTER,4,Slash,4000,1000,Green,1,Bellamy Pirates,[DON!! x1] [When Attacking] [Once Per Turn] You may rest 1 of your Characters with a cost of 3 or more: Set this Character as active.,-AWAKENING OF THE NEW ERA-[OP05]
