card_id,name,rarity,type,cost,attribute,power,counter,color,block,feature,effect,set
OP05-060,Monkey.D.Luffy,L,LEADER,Life5,Strike,5000,-,Purple,2,Straw Hat Crew,"[Activate: Main] [Once Per Turn] You may add 1 card from the top of your Life cards to your hand: If you have 0 or 3 or more DON!! cards on your field, add up to 1 DON!! card from your DON!! deck and set it as active.",-Purple Monkey.D.Luffy- [ST-18]
OP05-061,Uso-Hachi,UC,CHARACTER,3,Ranged,4000,2000,Purple,2,Straw Hat Crew,"[DON!! x1] [When Attacking] If you have 8 or more DON!! cards on your field, rest up to 1 of your opponent's Characters with a cost of 4 or less.",-Purple Monkey.D.Luffy- [ST-18]
OP05-063,O-Robi,C,CHARACTER,4,Strike,5000,1000,Purple,2,Straw Hat Crew,"[On Play] If you have 8 or more DON!! cards on your field, K.O. up to 1 of your opponent's Characters with a cost of 3 or less.",-Purple Monkey.D.Luffy- [ST-18]
OP05-066,Jinbe,C,CHARACTER,5,Strike,6000,1000,Purple,2,Fish-Man/Straw Hat Crew,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Opponent's Turn] If you have 10 DON!! cards on your field, this Character gains +1000 power.",-Purple Monkey.D.Luffy- [ST-18]
OP05-067,Zoro-Juurou,R,CHARACTER,3,Slash,4000,1000,Purple,2,Straw Hat Crew,"[When Attacking] If you have 3 or less Life cards, add up to 1 DON!! card from your DON!! deck and set it as active.",-Purple Monkey.D.Luffy- [ST-18]
OP05-068,Chopa-Emon,C,CHARACTER,2,Wisdom,3000,1000,Purple,2,Animal/Straw Hat Crew,"[On Play] If you have 8 or more DON!! cards on your field, set up to 1 of your purple {Straw Hat Crew} type Characters with 6000 power or less as active.",-Purple Monkey.D.Luffy- [ST-18]
OP05-070,Fra-Nosuke,UC,CHARACTER,5,Strike,4000,2000,Purple,2,Straw Hat Crew,"[DON!! x1] If you have 8 or more DON!! cards on your field, this Character gains [Rush].(This card can attack on the turn in which it is played.)",-Purple Monkey.D.Luffy- [ST-18]
OP05-072,Hone-Kichi,C,CHARACTER,4,Slash,6000,-,Purple,2,Straw Hat Crew,"[On Play] If you have 8 or more DON!! cards on your field, give up to 2 of your opponent's Characters −2000 power during this turn.",-Purple Monkey.D.Luffy- [ST-18]
OP05-076,When You're at Sea You Fight against Pirates!!,R,EVENT,1,,-,-,Purple,2,Land of Wano,"[Main] Look at 3 cards from the top of your deck; reveal up to 1 {Straw Hat Crew}, {Kid Pirates}, or {Heart Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",-Purple Monkey.D.Luffy- [ST-18]
P-041,Monkey.D.Luffy,P,CHARACTER,10,Strike,12000,1000,Purple,2,The Four Emperors/Straw Hat Crew,-,-Purple Monkey.D.Luffy- [ST-18]
ST18-001,Uso-Hachi,C,CHARACTER,3,Ranged,3000,2000,Purple,3,Straw Hat Crew,"[On Play] If you have 8 or more DON!! cards on your field, rest up to 1 of your opponent's Characters with a cost of 5 or less.",-Purple Monkey.D.Luffy- [ST-18]
ST18-002,O-Nami,C,CHARACTER,4,Special,2000,1000,Purple,3,Straw Hat Crew,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] If you have 8 or more DON!! cards on your field, trash 1 card from your hand and draw 2 cards.",-Purple Monkey.D.Luffy- [ST-18]
ST18-003,San-Gorou,C,CHARACTER,5,Strike,6000,1000,Purple,3,Straw Hat Crew,"[When Attacking] [Once Per Turn] If you have 8 or more DON!! cards on your field, draw 1 card.",-Purple Monkey.D.Luffy- [ST-18]
ST18-004,Zoro-Juurou,SR,CHARACTER,4,Slash,6000,-,Purple,3,Straw Hat Crew,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 purple {Straw Hat Crew} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",-Purple Monkey.D.Luffy- [ST-18]
ST18-005,Luffy-Tarou,SR,CHARACTER,7,Strike,8000,-,Purple,3,Straw Hat Crew,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play up to 1 purple {Straw Hat Crew} type Character card with a cost of 5 or less from your hand.,-Purple Monkey.D.Luffy- [ST-18]
