card_id,name,rarity,type,cost,attribute,power,counter,color,block,feature,effect,set
OP02-028,Usopp,C,CHARACTER,3,Ranged,5000,1000,Green,1,FILM/Straw Hat Crew,-,-Uta-[ST-11]
OP02-033,Jinbe,C,CHARACTER,2,Strike,4000,1000,Green,1,FILM/Fish-Man/Straw Hat Crew,-,-Uta-[ST-11]
OP02-034,Tony Tony.Chopper,UC,CHARACTER,2,Wisdom,2000,2000,Green,1,FILM/Animal/Straw Hat Crew,[DON!! x1] [When Attacking] Rest up to 1 of your opponent's Characters with a cost of 2 or less.,-Uta-[ST-11]
OP02-035,Trafalgar Law,C,CHARACTER,2,Slash,3000,1000,Green,1,FILM/Supernovas/Heart Pirates,[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may return this Character to the owner's hand: Play up to 1 Character with a cost of 3 from your hand.,-Uta-[ST-11]
OP02-037,Nico Robin,UC,CHARACTER,3,Strike,4000,1000,Green,1,FILM/Straw Hat Crew,[On Play] Play up to 1 {FILM} or {Straw Hat Crew} type Character card with a cost of 2 or less from your hand.,-Uta-[ST-11]
OP02-039,Franky,C,CHARACTER,5,Special,7000,1000,Green,1,FILM/Straw Hat Crew,-,-Uta-[ST-11]
OP02-040,Brook,R,CHARACTER,4,Slash,5000,1000,Green,1,FILM/Straw Hat Crew,[On Play] Play up to 1 {FILM} or {Straw Hat Crew} type Character card with a cost of 3 or less from your hand.,-Uta-[ST-11]
OP02-041,Monkey.D.Luffy,R,CHARACTER,7,Strike,7000,-,Green,1,FILM/Supernovas/Straw Hat Crew,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Play up to 1 {FILM} or {Straw Hat Crew} type Character card with a cost of 4 or less from your hand.",-Uta-[ST-11]
OP02-043,Roronoa Zoro,C,CHARACTER,4,Slash,6000,1000,Green,1,FILM/Supernovas/Straw Hat Crew,-,-Uta-[ST-11]
OP02-045,Three Sword Style Oni Giri,C,EVENT,3,,-,-,Green,1,FILM/Supernovas/Straw Hat Crew,"[Counter] Up to 1 of your Leader or Character cards gains +6000 power during this battle. Then, play up to 1 Character card with a cost of 3 or less and no base effect from your hand.",-Uta-[ST-11]
ST11-001,Uta,L,LEADER,Life5,Special,5000,-,Green,2,FILM,"[DON!! x1] [When Attacking] [Once Per Turn] Reveal 1 card from the top of your deck and add up to 1 {FILM} type card to your hand. Then, place the rest at the bottom of your deck.",-Uta-[ST-11]
ST11-002,Uta,SR,CHARACTER,3,Special,4000,1000,Green,2,Music/FILM,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[End of Your Turn] You may trash 1 Event from your hand: Set up to 1 of your {FILM} type Characters as active.",-Uta-[ST-11]
ST11-003,Backlight,C,EVENT,2,,-,-,Green,2,Music/FILM,"[Main] If your Leader is [Uta], choose one:• Rest up to 1 of your opponent's Characters with a cost of 5 or less.• K.O. up to 1 of your opponent's rested Characters with a cost of 5 or less.",-Uta-[ST-11]
ST11-004,New Genesis,SR,EVENT,1,,-,-,Green,2,Music/FILM,"[Main] If your Leader is [Uta], look at 3 cards from the top of your deck; reveal up to 1 {FILM} type card other than [New Genesis] and add it to your hand. Then, place the rest at the bottom of your deck in any order and set up to 1 of your DON!! cards as active.",-Uta-[ST-11]
ST11-005,I'm invincible,C,EVENT,3,,-,-,Green,2,音楽/FILM,[Main] Set up to 1 of your [Uta] Leader as active.,-Uta-[ST-11]
