card_id,name,rarity,type,cost,attribute,power,counter,color,block,feature,effect,set
ST12-001,Roronoa Zoro & Sanji,L,LEADER,Life4,Slash/Strike,5000,-,Green/Blue,2,Straw Hat Crew,[DON!! x1] [When Attacking] [Once Per Turn] You may return 1 of your Characters with a cost of 2 or more to the owner's hand: Set up to 1 of your Characters with 7000 power or less as active.,-Zoro & Sanji- [ST-12]
ST12-002,Kuina,C,CHARACTER,3,Slash,2000,1000,Green,2,Frost Moon Village,[Activate: Main] You may rest this Character: Rest up to 1 of your opponent's Characters with a cost of 4 or less.,-Zoro & Sanji- [ST-12]
ST12-003,Dracule Mihawk,SR,CHARACTER,3,Slash,4000,2000,Green,2,The Seven Warlords of the Sea/Muggy Kingdom,"[On Play] If you have 2 or less Characters, play up to 1 {Muggy Kingdom} type or <Slash> attribute Character card with a cost of 4 or less other than [Dracule Mihawk] from your hand rested.",-Zoro & Sanji- [ST-12]
ST12-004,Humandrill,C,CHARACTER,3,Wisdom,5000,1000,Green,2,Animal/Muggy Kingdom,-,-Zoro & Sanji- [ST-12]
ST12-005,Perona,C,CHARACTER,4,Special,6000,1000,Green,2,Muggy Kingdom/Thriller Bark Pirates,-,-Zoro & Sanji- [ST-12]
ST12-006,Yosaku & Johnny,C,CHARACTER,2,Slash,3000,1000,Green,2,East Blue,[DON!! x1] [When Attacking] Choose one:• Rest up to 1 of your opponent's Characters with a cost of 2 or less.• K.O. up to 1 of your opponent's rested Characters with a cost of 2 or less.,-Zoro & Sanji- [ST-12]
ST12-007,Rika,C,CHARACTER,2,Wisdom,-,2000,Green,2,East Blue,"[On Play] ➁ (You may rest the specified number of DON!! cards in your cost area.): If your opponent has 3 or more Life cards, set up to 1 of your <Slash> attribute Characters with a cost of 4 or less as active.",-Zoro & Sanji- [ST-12]
ST12-008,Roronoa Zoro,C,CHARACTER,4,Slash,6000,-,Green,2,Straw Hat Crew,[DON!! x1] [When Attacking] Rest up to 1 of your opponent's Characters with a cost of 6 or less.,-Zoro & Sanji- [ST-12]
ST12-009,Elephant True Bluefin,C,CHARACTER,1,Strike,3000,1000,Blue,2,Animal,-,-Zoro & Sanji- [ST-12]
ST12-010,Emporio.Ivankov,SR,CHARACTER,3,Special,4000,1000,Blue,2,Impel Down/Revolutionary Army,"[On Play] Reveal 1 card from the top of your deck and play up to 1 Character card with a cost of 2. Then, place the rest at the top or bottom of your deck.[When Attacking] [Once Per Turn] Draw 1 card if you have 6 or less cards in your hand.",-Zoro & Sanji- [ST-12]
ST12-011,Sanji,C,CHARACTER,2,Strike,3000,-,Blue,2,Straw Hat Crew,"[DON!! x1] [When Attacking] If you have 5 or less cards in your hand, this Character gains +2000 power until the start of your next turn.",-Zoro & Sanji- [ST-12]
ST12-012,Charlotte Pudding,C,CHARACTER,2,Wisdom,2000,2000,Blue,2,Big Mom Pirates,[Activate: Main] Return this Character to the owner's hand.,-Zoro & Sanji- [ST-12]
ST12-013,Zeff,C,CHARACTER,5,Strike,5000,1000,Blue,2,East Blue,"[On Play] Look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order.[When Attacking] Reveal 1 card from the top of your deck and play up to 1 Character card with a cost of 2 rested. Then, place the rest at the top or bottom of your deck.",-Zoro & Sanji- [ST-12]
ST12-014,Duval,C,CHARACTER,2,Strike,1000,1000,Blue,2,The Flying Fish Riders,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order.",-Zoro & Sanji- [ST-12]
ST12-015,Patty & Carne,C,CHARACTER,2,Slash,4000,1000,Blue,2,East Blue,-,-Zoro & Sanji- [ST-12]
ST12-016,Lion Strike,C,EVENT,2,,-,-,Green,2,Straw Hat Crew,[Main]/[Counter] Rest up to 1 of your opponent's Leader or Character cards with a cost of 4 or less.,-Zoro & Sanji- [ST-12]
ST12-017,Plastic Surgery Shot,C,EVENT,1,,-,-,Blue,2,Straw Hat Crew,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, reveal 1 card from the top of your deck, play up to 1 Character card with a cost of 2, and place the rest at the top or bottom of your deck.",-Zoro & Sanji- [ST-12]
