card_id,name,rarity,type,cost,attribute,power,counter,color,block,feature,effect,set
P-029,Bartolomeo,P,CHARACTER,2,Special,3000,1000,Green,1,FILM/Supernovas/Barto Club,[End of Your Turn] You may rest this Character: Set up to 1 of your {FILM} type Characters other than [Bartolomeo] as active.,-Green Uta- [ST-16]
P-057,Fleeting Lullaby,P,EVENT,3,,-,-,Green,2,Music/FILM,"[Main] If your Leader is [Uta], up to 2 of your opponent's rested Characters with a cost of 4 or less will not become active in your opponent's next Refresh Phase.",-Green Uta- [ST-16]
P-058,Where the Wind Blows,P,EVENT,2,,-,-,Green,2,Music/FILM,"[Main] If your Leader is [Uta], set all of your {FILM} type Characters as active at the end of this turn.",-Green Uta- [ST-16]
P-059,The World's Continuation,P,EVENT,2,,-,-,Green,2,Music/FILM,"[Counter] If your Leader is [Uta], you may return any number of Characters on your field to the owner's hand. Up to 1 of your Leader or Character cards gains +2000 power during this battle for every returned Character.",-Green Uta- [ST-16]
P-060,Tot Musica,P,EVENT,2,,-,-,Green,2,Music/FILM,[Main] You may rest 1 of your [Uta] cards: Rest up to 2 of your opponent's DON!! cards.,-Green Uta- [ST-16]
P-061,Monkey.D.Luffy,P,CHARACTER,8,Strike,10000,1000,Green,2,FILM/Straw Hat Crew,-,-Green Uta- [ST-16]
ST11-001,Uta,L,LEADER,Life5,Special,5000,-,Green,2,FILM,"[DON!! x1] [When Attacking] [Once Per Turn] Reveal 1 card from the top of your deck and add up to 1 {FILM} type card to your hand. Then, place the rest at the bottom of your deck.",-Green Uta- [ST-16]
ST11-003,Backlight,C,EVENT,2,,-,-,Green,2,Music/FILM,"[Main] If your Leader is [Uta], choose one:• Rest up to 1 of your opponent's Characters with a cost of 5 or less.• K.O. up to 1 of your opponent's rested Characters with a cost of 5 or less.",-Green Uta- [ST-16]
ST11-004,New Genesis,SR,EVENT,1,,-,-,Green,2,Music/FILM,"[Main] If your Leader is [Uta], look at 3 cards from the top of your deck; reveal up to 1 {FILM} type card other than [New Genesis] and add it to your hand. Then, place the rest at the bottom of your deck in any order and set up to 1 of your DON!! cards as active.",-Green Uta- [ST-16]
ST11-005,I'm invincible,C,EVENT,3,,-,-,Green,2,Music/FILM,[Main] Set up to 1 of your [Uta] Leader as active.,-Green Uta- [ST-16]
ST16-001,Uta,SR,CHARACTER,4,Special,6000,-,Green,3,FILM,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Activate: Main] [Once Per Turn] You may trash 1 {FILM} type card from your hand: Give up to 1 rested DON!! card to your Leader or 1 of your Characters.",-Green Uta- [ST-16]
ST16-002,Gordon,C,CHARACTER,2,Wisdom,-,1000,Green,3,FILM,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Your Opponent's Attack] You may trash any number of {Music} type cards from your hand. Your Leader or 1 of your Characters gains +1000 power during this battle for every card trashed.",-Green Uta- [ST-16]
ST16-003,Charlotte Katakuri,C,CHARACTER,3,Strike,4000,1000,Green,3,FILM/Big Mom Pirates,"If your Leader has the {FILM} type and you have 6 or more rested cards, this Character gains +2000 power.",-Green Uta- [ST-16]
ST16-004,Shanks,SR,CHARACTER,9,Slash,11000,-,Green,3,FILM/The Four Emperors/Red-Haired Pirates,[On Play] K.O. up to 1 of your opponent's rested Characters.,-Green Uta- [ST-16]
ST16-005,Monkey.D.Luffy,C,CHARACTER,2,Strike,3000,2000,Green,3,FILM/Supernovas/Straw Hat Crew,"If you have a rested [Uta], this Character gains +1000 power.",-Green Uta- [ST-16]
