card_id,name,rarity,type,cost,attribute,power,counter,color,block,feature,effect,set
ST02-001,"Eustass""Captain""Kid",L,LEADER,Life5,Special,5000,-,Green,1,Supernovas/Kid Pirates,[Activate: Main] [Once Per Turn]  ③ (You may rest the specified number of DON!! cards in your cost area.) You may trash 1 card from your hand: Set this Leader as active.,-Worst Generation-[ST-02]
ST02-002,Vito,C,CHARACTER,3,Ranged,5000,1000,Green,1,Firetank Pirates,-,-Worst Generation-[ST-02]
ST02-003,Urouge,C,CHARACTER,2,Strike,3000,1000,Green,1,Supernovas/Fallen Monk Pirates,"[DON!! x1] If you have 3 or more Characters, this card gains +2000 power.",-Worst Generation-[ST-02]
ST02-004,"Capone""Gang""Bege",C,CHARACTER,1,Special,1000,-,Green,1,Supernovas/Firetank Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",-Worst Generation-[ST-02]
ST02-005,Killer,C,CHARACTER,3,Slash,3000,1000,Green,1,Supernovas/Kid Pirates,[On Play] K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.,-Worst Generation-[ST-02]
ST02-006,Koby,C,CHARACTER,4,Strike,6000,1000,Green,1,Navy,-,-Worst Generation-[ST-02]
ST02-007,Jewelry Bonney,C,CHARACTER,1,Special,1000,1000,Green,1,Supernovas/Bonney Pirates,"[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may rest this Character: Look at 5 cards from the top of your deck; reveal up to 1 {Supernovas} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",-Worst Generation-[ST-02]
ST02-008,Scratchmen Apoo,C,CHARACTER,2,Ranged,3000,2000,Green,1,Supernovas/On-Air Pirates,[DON!! x1] [When Attacking] Rest up to 1 of your opponent's DON!! cards.,-Worst Generation-[ST-02]
ST02-009,Trafalgar Law,SR,CHARACTER,5,Slash,6000,1000,Green,1,Supernovas/Heart Pirates,[On Play] Set up to 1 of your {Supernovas} or {Heart Pirates} type rested Characters with a cost of 5 or less as active.,-Worst Generation-[ST-02]
ST02-010,Basil Hawkins,C,CHARACTER,5,Slash,6000,-,Green,1,Supernovas/Hawkins Pirates,"[DON!! x1] [Once Per Turn] [Your Turn] If this Character battles your opponent's Character, set this card as active.",-Worst Generation-[ST-02]
ST02-011,Heat,C,CHARACTER,2,Special,4000,1000,Green,1,Kid Pirates,-,-Worst Generation-[ST-02]
ST02-012,Bepo,C,CHARACTER,1,Strike,3000,1000,Green,1,Minks/Heart Pirates,-,-Worst Generation-[ST-02]
ST02-013,"Eustass""Captain""Kid",SR,CHARACTER,7,Special,7000,-,Green,1,Supernovas/Kid Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] [End of Your Turn] Set this Character as active.",-Worst Generation-[ST-02]
ST02-014,X.Drake,C,CHARACTER,4,Slash,5000,1000,Green,1,Navy/Supernovas/Drake Pirates,"[DON!! x1] [Your Turn] If this Character is rested, your {Supernovas} or {Navy} type Leaders and Characters gain +1000 power.",-Worst Generation-[ST-02]
ST02-015,Scalpel,C,EVENT,1,,-,-,Green,1,Supernovas/Heart Pirates,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, set up to 1 of your DON!! cards as active.",-Worst Generation-[ST-02]
ST02-016,Repel,C,EVENT,2,,-,-,Green,1,Supernovas/Kid Pirates,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, set up to 1 of your DON!! cards as active.",-Worst Generation-[ST-02]
ST02-017,Straw Sword,C,EVENT,2,,-,-,Green,1,Supernovas/Hawkins Pirates,[Main] Rest up to 1 of your opponent's Characters.,-Worst Generation-[ST-02]
