card_id,name,rarity,type,cost,attribute,power,counter,color,block,feature,effect,set
ST14-001,Monkey.D.Luffy,L,LEADER,Life5,Strike,5000,-,Black,2,Straw Hat Crew,"[DON!! x1] All of your Characters gain +1 cost. If you have a Character with a cost of 8 or more, this Leader gains +1000 power.",-3D2Y- [ST-14]
ST14-002,Usopp,C,CHARACTER,3,Ranged,4000,1000,Black,2,Straw Hat Crew,"[DON!! x1] [When Attacking] If you have a Character with a cost of 8 or more, K.O. up to 1 of your opponent's Characters with a cost of 4 or less.",-3D2Y- [ST-14]
ST14-003,Sanji,SR,CHARACTER,5,Strike,6000,-,Black,2,Straw Hat Crew,"[On Play] If you have a Character with a cost of 6 or more, K.O. up to 1 of your opponent's Characters with a cost of 5 or less.",-3D2Y- [ST-14]
ST14-004,Jinbe,C,CHARACTER,3,Strike,4000,1000,Black,2,Fish-Man/The Sun Pirates,[Activate: Main] [Once Per Turn] Up to 1 of your black {Straw Hat Crew} type Characters gains +2 cost until the end of your opponent's next turn.,-3D2Y- [ST-14]
ST14-005,Tony Tony.Chopper,C,CHARACTER,4,Wisdom,6000,1000,Black,2,Animal/Straw Hat Crew,-,-3D2Y- [ST-14]
ST14-006,Nami,SR,CHARACTER,3,Special,2000,1000,Black,2,Straw Hat Crew,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] If you have 6 or less cards in your hand and a Character with a cost of 8 or more, draw 1 card.",-3D2Y- [ST-14]
ST14-007,Nico Robin,C,CHARACTER,6,Strike,7000,1000,Black,2,Straw Hat Crew,"[On Play]/[When Attacking] If you have a Character with a cost of 8 or more, give up to 1 of your opponent's Characters −5 cost during this turn.",-3D2Y- [ST-14]
ST14-008,Haredas,C,CHARACTER,1,Wisdom,-,2000,Black,2,Sky Island,"[Activate: Main] You may rest this Character: Up to 1 of your black {Straw Hat Crew} type Characters gains +2 cost until the end of your opponent's next turn. Then, if you have a Character with a cost of 8 or more, draw 1 card and trash 1 card from your hand.",-3D2Y- [ST-14]
ST14-009,Franky,C,CHARACTER,5,Special,6000,1000,Black,2,Straw Hat Crew,"[DON!! x1] [Opponent's Turn] If you have a Character with a cost of 6 or more, this Character cannot be K.O.'d by your opponent's effects and gains +2000 power.",-3D2Y- [ST-14]
ST14-010,Brook,C,CHARACTER,5,Slash,7000,1000,Black,2,Straw Hat Crew,-,-3D2Y- [ST-14]
ST14-011,Heracles,C,CHARACTER,1,Wisdom,2000,2000,Black,2,Bowin Island,[Activate: Main] You may rest this Character: Up to 1 of your black {Straw Hat Crew} type Characters gains +2 cost until the end of your opponent's next turn.,-3D2Y- [ST-14]
ST14-012,Monkey.D.Luffy,C,CHARACTER,8,Strike,10000,-,Black,2,Straw Hat Crew,"If you have a Character with a cost of 10 or more, this Character gains [Rush].(This card can attack on the turn in which it is played.)",-3D2Y- [ST-14]
ST14-013,Roronoa Zoro,C,CHARACTER,6,Slash,8000,1000,Black,2,Straw Hat Crew,-,-3D2Y- [ST-14]
ST14-014,Gum-Gum Giant Rifle,C,EVENT,1,,-,-,Black,2,Straw Hat Crew,"[Counter] If you have a Character with a cost of 8 or more, up to 1 of your Leader or Character cards gains +3000 power during this battle.",-3D2Y- [ST-14]
ST14-015,Gum-Gum Diable Three-Swords Style Mouten Jet Six Hundred Pound Phoenix Cannon,C,EVENT,2,,-,-,Black,2,Straw Hat Crew,"[Main] Up to 1 of your Leader or Character cards gains +3000 power during this turn. Then, if you have a Character with a cost of 8 or more, K.O. up to 1 of your opponent's Characters with a cost of 2 or less.",-3D2Y- [ST-14]
ST14-016,I Have My Crew!!,C,EVENT,1,,-,-,Black,2,Straw Hat Crew,"[Main] Draw 1 card. Then, up to 1 of your Characters gains +3 cost until the end of your opponent's next turn.",-3D2Y- [ST-14]
ST14-017,Thousand Sunny,C,STAGE,1,,-,-,Black,2,Straw Hat Crew,"All of your black {Straw Hat Crew} type Characters gain +1 cost.[On Play] If your Leader has the {Straw Hat Crew} type, draw 1 card.",-3D2Y- [ST-14]
