card_id,name,rarity,type,cost,attribute,power,counter,color,block,feature,effect,set
OP07-109,Monkey.D.Luffy,SR,CHARACTER,5,Strike,6000,1000,Yellow,2,The Four Emperors/Egghead/Straw Hat Crew,"[Activate: Main] You may trash this Character: If you have 2 or less Life cards, K.O. up to 1 of your opponent's Characters with a cost of 4 or less. Then, draw 1 card.",-TWO LEGENDS- [OP-08]
OP08-001,Tony Tony.Chopper,L,LEADER,Life4,Strike,5000,-,Red/Green,2,Animal/Drum Kingdom/Straw Hat Crew,[Activate: Main] [Once Per Turn] Give up to 3 of your {Animal} or {Drum Kingdom} type Characters up to 1 rested DON!! card each.,-TWO LEGENDS- [OP-08]
OP08-001,Tony Tony.Chopper,L,LEADER,Life4,Strike,5000,-,Red/Green,2,Animal/Drum Kingdom/Straw Hat Crew,[Activate: Main] [Once Per Turn] Give up to 3 of your {Animal} or {Drum Kingdom} type Characters up to 1 rested DON!! card each.,-TWO LEGENDS- [OP-08]
OP08-002,Marco,L,LEADER,Life4,Special,5000,-,Red/Blue,2,Whitebeard Pirates,"[DON!! x1] [Activate: Main] [Once Per Turn] Draw 1 card and place 1 card from your hand at the top or bottom of your deck. Then, give up to 1 of your opponent's Characters −2000 power during this turn.",-TWO LEGENDS- [OP-08]
OP08-002,Marco,L,LEADER,Life4,Special,5000,-,Red/Blue,2,Whitebeard Pirates,"[DON!! x1] [Activate: Main] [Once Per Turn] Draw 1 card and place 1 card from your hand at the top or bottom of your deck. Then, give up to 1 of your opponent's Characters −2000 power during this turn.",-TWO LEGENDS- [OP-08]
OP08-003,Twenty Doctors,C,CHARACTER,2,Wisdom,2000,1000,Red,2,Drum Kingdom,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",-TWO LEGENDS- [OP-08]
OP08-004,Kuromarimo,C,CHARACTER,4,Strike,5000,1000,Red,2,Drum Kingdom,"[On Play] If you have [Chess], K.O. up to 1 of your opponent's Characters with 3000 power or less.",-TWO LEGENDS- [OP-08]
OP08-005,Chess,C,CHARACTER,3,Ranged,3000,1000,Red,2,Drum Kingdom,"[On Play] Give up to 1 of your opponent's Characters −2000 power during this turn. Then, if you don't have [Kuromarimo], play up to 1 [Kuromarimo] from your hand.",-TWO LEGENDS- [OP-08]
OP08-006,Chessmarimo,UC,CHARACTER,5,Strike/Ranged,6000,1000,Red,2,Drum Kingdom,"[Your Turn] If you have [Kuromarimo] and [Chess] in your trash, this Character gains +2000 power.",-TWO LEGENDS- [OP-08]
OP08-007,Tony Tony.Chopper,SR,CHARACTER,3,Strike,5000,-,Red,2,Animal/Drum Kingdom/Straw Hat Crew,"[Your Turn] [On Play]/[When Attacking] Look at 5 cards from the top of your deck and play up to 1 {Animal} type Character card with 4000 power or less rested. Then, place the rest at the bottom of your deck in any order.",-TWO LEGENDS- [OP-08]
