card_id,name,rarity,type,cost,attribute,power,counter,color,block,feature,effect,set
ST08-001,Monkey.D.Luffy,L,LEADER,Life5,Strike,5000,-,Black,1,Straw Hat Crew,"[Your Turn] When a Character is K.O.'d, give up to 1 rested DON!! card to this Leader.",-Monkey D. Luffy-[ST-08]
ST08-002,Uta,SR,CHARACTER,2,Special,3000,-,Black,1,FILM,This Character cannot be K.O.'d in battle by Leaders.[Activate: Main] You may rest this Character: Give up to 1 of your opponent's Characters −2 cost during this turn.,-Monkey D. Luffy-[ST-08]
ST08-003,Gaimon,C,CHARACTER,2,Wisdom,4000,1000,Black,1,East Blue,-,-Monkey D. Luffy-[ST-08]
ST08-004,Koby,C,CHARACTER,4,Strike,1000,1000,Black,1,Navy,[Activate: Main] You may rest this Character: K.O. up to 1 of your opponent's Characters with a cost of 2 or less.,-Monkey D. Luffy-[ST-08]
ST08-005,Shanks,SR,CHARACTER,9,Slash,10000,-,Black,1,Red-Haired Pirates,[On Play] You may trash 1 card from your hand: K.O. all Characters with a cost of 1 or less.,-Monkey D. Luffy-[ST-08]
ST08-006,Shirahoshi,C,CHARACTER,4,Wisdom,-,1000,Black,1,Merfolk,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Give up to 1 of your opponent's Characters −4 cost during this turn.",-Monkey D. Luffy-[ST-08]
ST08-007,Nefeltari Vivi,C,CHARACTER,3,Slash,1000,1000,Black,1,Alabasta,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",-Monkey D. Luffy-[ST-08]
ST08-008,Higuma,C,CHARACTER,1,Slash,2000,1000,Black,1,Mountain Bandits,[On Play] Give up to 1 of your opponent's Characters −2 cost during this turn.,-Monkey D. Luffy-[ST-08]
ST08-009,Makino,C,CHARACTER,2,Wisdom,-,2000,Black,1,Windmill Village,"[On Play] If there is a Character with a cost of 0, draw 1 card.",-Monkey D. Luffy-[ST-08]
ST08-010,Monkey.D.Garp,C,CHARACTER,5,Strike,7000,1000,Black,1,Navy,-,-Monkey D. Luffy-[ST-08]
ST08-011,Monkey.D.Luffy,C,CHARACTER,3,Strike,5000,1000,Black,1,Straw Hat Crew,-,-Monkey D. Luffy-[ST-08]
ST08-012,Laboon,C,CHARACTER,4,Strike,6000,1000,Black,1,Animal,-,-Monkey D. Luffy-[ST-08]
ST08-013,Mr.2.Bon.Kurei(Bentham),C,CHARACTER,5,Strike,6000,-,Black,1,Former Baroque Works,"[DON!! x1] At the end of a battle in which this Character battles your opponent's Character, you may K.O. the opponent’s Character you battled with. If you do, K.O. this Character.",-Monkey D. Luffy-[ST-08]
ST08-014,Gum-Gum Bell,C,EVENT,2,,-,-,Black,1,Straw Hat Crew,[Main] You may add 1 card from the top of your Life cards to your hand: Give up to 1 of your opponent's Characters −7 cost during this turn.,-Monkey D. Luffy-[ST-08]
ST08-015,Gum-Gum Pistol,C,EVENT,3,,-,-,Black,1,Straw Hat Crew,[Main] K.O. up to 1 of your opponent's Characters with a cost of 2 or less.,-Monkey D. Luffy-[ST-08]
