card_id,name,rarity,type,cost,attribute,power,counter,color,block,feature,effect,set
ST04-001,Kaido,L,LEADER,Life5,Strike,5000,-,Purple,1,The Four Emperors/Animal Kingdom Pirates,[Activate: Main] [Once Per Turn] DON!! −7 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Trash up to 1 of your opponent's Life cards.,-Animal Kingdom Pirates-[ST-04]
ST04-002,Ulti,C,CHARACTER,4,Strike,5000,2000,Purple,1,Animal Kingdom Pirates,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play up to 1 [Page One] card with a cost of 4 or less from your hand.,-Animal Kingdom Pirates-[ST-04]
ST04-003,Kaido,SR,CHARACTER,9,Strike,10000,-,Purple,1,The Four Emperors/Animal Kingdom Pirates,[On Play] DON!! −5 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 6 or less. This Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.),-Animal Kingdom Pirates-[ST-04]
ST04-004,King,SR,CHARACTER,6,Special,7000,-,Purple,1,Animal Kingdom Pirates,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 4 or less.,-Animal Kingdom Pirates-[ST-04]
ST04-005,Queen,C,CHARACTER,5,Strike,6000,1000,Purple,1,Animal Kingdom Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 2 cards and trash 1 card from your hand.",-Animal Kingdom Pirates-[ST-04]
ST04-006,Sasaki,C,CHARACTER,3,Ranged,4000,1000,Purple,1,Animal Kingdom Pirates,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 1 card.,-Animal Kingdom Pirates-[ST-04]
ST04-007,Sheepshead,C,CHARACTER,2,Slash,4000,1000,Purple,1,Animal Kingdom Pirates/Smile,-,-Animal Kingdom Pirates-[ST-04]
ST04-008,Jack,C,CHARACTER,3,Strike,4000,1000,Purple,1,Animal Kingdom Pirates,[On Play] You may trash 1 card from your hand: Add up to 1 DON!! card from your DON!! deck and set it as active.,-Animal Kingdom Pirates-[ST-04]
ST04-009,Ginrummy,C,CHARACTER,1,Strike,3000,1000,Purple,1,Animal Kingdom Pirates/Smile,-,-Animal Kingdom Pirates-[ST-04]
ST04-010,Who's.Who,C,CHARACTER,3,Slash,3000,-,Purple,1,Animal Kingdom Pirates,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,-Animal Kingdom Pirates-[ST-04]
ST04-011,Black Maria,C,CHARACTER,2,Special,2000,1000,Purple,1,Animal Kingdom Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",-Animal Kingdom Pirates-[ST-04]
ST04-012,Page One,C,CHARACTER,4,Strike,6000,1000,Purple,1,Animal Kingdom Pirates,-,-Animal Kingdom Pirates-[ST-04]
ST04-013,X.Drake,C,CHARACTER,3,Slash,5000,1000,Purple,1,Navy/Drake Pirates/Animal Kingdom Pirates,-,-Animal Kingdom Pirates-[ST-04]
ST04-014,"Lead Performer ""Disaster""",C,EVENT,4,,-,-,Purple,1,Animal Kingdom Pirates,"[Main] Draw 1 card, then add up to 1 DON!! card from your DON!! deck and set it as active.",-Animal Kingdom Pirates-[ST-04]
ST04-015,Brachio Bomber,C,EVENT,6,,-,-,Purple,1,Animal Kingdom Pirates,"[Main] K.O. up to 1 of your opponent's Characters with a cost of 6 or less, then add up to 1 DON!! card from your DON!! deck and set it as active.",-Animal Kingdom Pirates-[ST-04]
ST04-016,Blast Breath,C,EVENT,1,,-,-,Purple,1,The Four Emperors/Animal Kingdom Pirates,[Counter] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Up to 1 of your Leader or Character cards gains +4000 power during this battle.,-Animal Kingdom Pirates-[ST-04]
ST04-017,Onigashima Island,C,STAGE,3,,-,-,Purple,1,Animal Kingdom Pirates,"[Activate: Main] You may rest this Stage: If your Leader has the {Animal Kingdom Pirates} type, add up to 1 DON!! card from your DON!! deck and rest it.",-Animal Kingdom Pirates-[ST-04]
