card_id,name,rarity,type,cost,attribute,power,counter,color,block,feature,effect,set
ST06-001,Sakazuki,L,LEADER,Life5,Special,5000,-,Black,1,Navy,[Activate: Main] [Once Per Turn] ③ (You may rest the specified number of DON!! cards in your cost area.) You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 0.,-Absolute Justice- [ST-06]
ST06-002,Koby,C,CHARACTER,1,Strike,2000,1000,Black,1,Navy,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 0.,-Absolute Justice- [ST-06]
ST06-003,Jango,C,CHARACTER,1,Slash,3000,1000,Black,1,Navy,-,-Absolute Justice- [ST-06]
ST06-004,Smoker,SR,CHARACTER,5,Special,7000,-,Black,1,Navy,"This Character cannot be K.O.'d by effects.[DON!! x1] If there is a Character with a cost of 0, this Character gains [Double Attack].(This card deals 2 damage.)",-Absolute Justice- [ST-06]
ST06-005,Sengoku,C,CHARACTER,5,Wisdom,6000,1000,Black,1,Navy,[When Attacking] Give up to 1 of your opponent's Characters −4 cost during this turn.,-Absolute Justice- [ST-06]
ST06-006,Tashigi,C,CHARACTER,3,Slash,4000,2000,Black,1,Navy,[Activate: Main] You may rest this Character: Give up to 1 of your opponent's Characters −2 cost during this turn.,-Absolute Justice- [ST-06]
ST06-007,Tsuru,C,CHARACTER,2,Wisdom,2000,1000,Black,1,Navy,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",-Absolute Justice- [ST-06]
ST06-008,Hina,C,CHARACTER,3,Special,5000,-,Black,1,Navy,[On Play] Give up to 1 of your opponent's Characters −4 cost during this turn.,-Absolute Justice- [ST-06]
ST06-009,Fullbody,C,CHARACTER,2,Strike,4000,1000,Black,1,Navy,-,-Absolute Justice- [ST-06]
ST06-010,Helmeppo,C,CHARACTER,2,Slash,3000,1000,Black,1,Navy,[On Play] Give up to 1 of your opponent's Characters −3 cost during this turn.,-Absolute Justice- [ST-06]
ST06-011,Momonga,C,CHARACTER,4,Slash,6000,1000,Black,1,Navy,-,-Absolute Justice- [ST-06]
ST06-012,Monkey.D.Garp,SR,CHARACTER,5,Strike,6000,-,Black,1,Navy,[Activate: Main] You may trash 1 card from your hand and rest this Character: K.O. up to 1 of your opponent's Characters with a cost of 4 or less.,-Absolute Justice- [ST-06]
ST06-013,T-Bone,C,CHARACTER,3,Slash,5000,1000,Black,1,Navy,-,-Absolute Justice- [ST-06]
ST06-014,Shockwave,C,EVENT,2,,-,-,Black,1,Navy,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, K.O. up to 1 of your opponent's active Characters with a cost of 3 or less.",-Absolute Justice- [ST-06]
ST06-015,Great Eruption,C,EVENT,1,,-,-,Black,1,Navy,"[Main] Draw 1 card. Then, give up to 1 of your opponent's Characters −2 cost during this turn.",-Absolute Justice- [ST-06]
ST06-016,White Out,C,EVENT,1,,-,-,Black,1,Navy,[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle.,-Absolute Justice- [ST-06]
ST06-017,Navy HQ,C,STAGE,1,,-,-,Black,1,Navy,"[On Play] Give up to 1 of your opponent's Characters −1 cost during this turn.[Activate: Main] You may rest this Stage: If your Leader has the {Navy} type, give up to 1 of your opponent's Characters −1 cost during this turn.",-Absolute Justice- [ST-06]
