card_id,name,rarity,type,cost,attribute,power,counter,color,block,feature,effect,set
ST13-001,Sabo,L,LEADER,Life4,Special,5000,-,Red/Yellow,2,Dressrosa/Revolutionary Army,[DON!! x1] [Activate: Main] [Once Per Turn] You may add 1 of your Characters with a cost of 3 or more and 7000 power or more to the top of your Life cards face-up: Up to 1 of your Characters gains +2000 power until the start of your next turn.,-The Three Brothers-[ST13]
ST13-001,Sabo,L,LEADER,Life4,Special,5000,-,Red/Yellow,2,Dressrosa/Revolutionary Army,[DON!! x1] [Activate: Main] [Once Per Turn] You may add 1 of your Characters with a cost of 3 or more and 7000 power or more to the top of your Life cards face-up: Up to 1 of your Characters gains +2000 power until the start of your next turn.,-The Three Brothers-[ST13]
ST13-002,Portgas.D.Ace,L,LEADER,Life4,Special,5000,-,Blue/Yellow,2,Whitebeard Pirates,"[DON!! x2] [Activate: Main] [Once Per Turn] Look at 5 cards from the top of your deck and add up to 1 Character card with a cost of 5 to the top of your Life cards face-up. Then, place the rest at the bottom of your deck in any order.[End of Your Turn] Trash all your face-up Life cards.",-The Three Brothers-[ST13]
ST13-002,Portgas.D.Ace,L,LEADER,Life4,Special,5000,-,Blue/Yellow,2,Whitebeard Pirates,"[DON!! x2] [Activate: Main] [Once Per Turn] Look at 5 cards from the top of your deck and add up to 1 Character card with a cost of 5 to the top of your Life cards face-up. Then, place the rest at the bottom of your deck in any order.[End of Your Turn] Trash all your face-up Life cards.",-The Three Brothers-[ST13]
ST13-003,Monkey.D.Luffy,L,LEADER,Life4,Strike,5000,-,Black/Yellow,2,Supernovas/Straw Hat Crew,"Your face-up Life cards are placed at the bottom of your deck instead of being added to your hand, according to the rules.[DON!! x2] [Activate: Main] [Once Per Turn] You may trash 1 card from your hand: If you have 0 Life cards, add up to 2 Character cards with a cost of 5 from your hand or trash to the top of your Life cards face-up.",-The Three Brothers-[ST13]
ST13-003,Monkey.D.Luffy,L,LEADER,Life4,Strike,5000,-,Black/Yellow,2,Supernovas/Straw Hat Crew,"Your face-up Life cards are placed at the bottom of your deck instead of being added to your hand, according to the rules.[DON!! x2] [Activate: Main] [Once Per Turn] You may trash 1 card from your hand: If you have 0 Life cards, add up to 2 Character cards with a cost of 5 from your hand or trash to the top of your Life cards face-up.",-The Three Brothers-[ST13]
ST13-004,Edward.Newgate,C,CHARACTER,6,Special,7000,1000,Yellow,2,The Four Emperors/Whitebeard Pirates,"[On Play] Add 1 card from the top of your deck to the top of your Life cards. Then, look at all your Life cards; place 1 card at the top of your deck and place the rest back in your Life area in any order.",-The Three Brothers-[ST13]
ST13-004,Edward.Newgate,C,CHARACTER,6,Special,7000,1000,Yellow,2,The Four Emperors/Whitebeard Pirates,"[On Play] Add 1 card from the top of your deck to the top of your Life cards. Then, look at all your Life cards; place 1 card at the top of your deck and place the rest back in your Life area in any order.",-The Three Brothers-[ST13]
ST13-005,Emporio.Ivankov,R,CHARACTER,3,Special,4000,1000,Yellow,2,Revolutionary Army,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] You may trash 1 card from the top or bottom of your Life cards: Reveal up to 1 Character card with a cost of 5 from your hand and add it to the top of your Life cards face-down.",-The Three Brothers-[ST13]
ST13-005,Emporio.Ivankov,R,CHARACTER,3,Special,4000,1000,Yellow,2,Revolutionary Army,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] You may trash 1 card from the top or bottom of your Life cards: Reveal up to 1 Character card with a cost of 5 from your hand and add it to the top of your Life cards face-down.",-The Three Brothers-[ST13]
ST13-006,Curly.Dadan,C,CHARACTER,5,Slash,4000,1000,Yellow,2,Mountain Bandits,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Play up to 1 each of [Sabo], [Portgas.D.Ace], and [Monkey.D.Luffy] with a cost of 2 from your hand.",-The Three Brothers-[ST13]
ST13-006,Curly.Dadan,C,CHARACTER,5,Slash,4000,1000,Yellow,2,Mountain Bandits,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Play up to 1 each of [Sabo], [Portgas.D.Ace], and [Monkey.D.Luffy] with a cost of 2 from your hand.",-The Three Brothers-[ST13]
ST13-007,Sabo,C,CHARACTER,2,Strike,2000,1000,Yellow,2,Goa Kingdom,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Sabo] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",-The Three Brothers-[ST13]
ST13-007,Sabo,C,CHARACTER,2,Strike,2000,1000,Yellow,2,Goa Kingdom,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Sabo] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",-The Three Brothers-[ST13]
ST13-008,Sabo,SR,CHARACTER,5,Special,6000,1000,Yellow,2,Dressrosa/Revolutionary Army,[On Play] You may trash 1 card from the top or bottom of your Life cards: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,-The Three Brothers-[ST13]
ST13-008,Sabo,SR,CHARACTER,5,Special,6000,1000,Yellow,2,Dressrosa/Revolutionary Army,[On Play] You may trash 1 card from the top or bottom of your Life cards: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,-The Three Brothers-[ST13]
ST13-009,Shanks,C,CHARACTER,7,Slash,7000,-,Yellow,2,The Four Emperors/Red-Haired Pirates,"[On Play] You may turn 1 of your face-up Life cards face-down: If your opponent has 7 or more cards in their hand, trash up to 1 card from the top of your opponent's Life cards.",-The Three Brothers-[ST13]
ST13-009,Shanks,C,CHARACTER,7,Slash,7000,-,Yellow,2,The Four Emperors/Red-Haired Pirates,"[On Play] You may turn 1 of your face-up Life cards face-down: If your opponent has 7 or more cards in their hand, trash up to 1 card from the top of your opponent's Life cards.",-The Three Brothers-[ST13]
ST13-010,Portgas.D.Ace,C,CHARACTER,2,Strike,2000,1000,Yellow,2,Goa Kingdom,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Portgas.D.Ace] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",-The Three Brothers-[ST13]
ST13-010,Portgas.D.Ace,C,CHARACTER,2,Strike,2000,1000,Yellow,2,Goa Kingdom,"[Activate: Main] You may trash this Character: Reveal 1 card from the top of your Life cards. If that card is a [Portgas.D.Ace] with a cost of 5, you may play that card. If you do, up to 1 of your Leader gains +2000 power until the end of your opponent's next turn.",-The Three Brothers-[ST13]
ST13-011,Portgas.D.Ace,SR,CHARACTER,5,Special,7000,-,Yellow,2,Whitebeard Pirates,"[On Play] If you have 2 or less Life cards, this Character gains [Rush].(This card can attack on the turn in which it is played.)",-The Three Brothers-[ST13]
ST13-011,Portgas.D.Ace,SR,CHARACTER,5,Special,7000,-,Yellow,2,Whitebeard Pirates,"[On Play] If you have 2 or less Life cards, this Character gains [Rush].(This card can attack on the turn in which it is played.)",-The Three Brothers-[ST13]
