card_id,name,rarity,type,cost,attribute,power,counter,color,block,feature,effect,set
OP03-099,Charlotte Katakuri,L,LEADER,Life5,Strike,5000,-,Yellow,1,Big Mom Pirates,"[DON!! x1] [When Attacking] Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards. Then, this Leader gains +1000 power during this battle.",-Yellow Charlotte Katakuri- [ST-20]
OP03-106,Charlotte Opera,C,CHARACTER,4,Special,6000,1000,Yellow,1,Big Mom Pirates,-,-Yellow Charlotte Katakuri- [ST-20]
OP03-107,Charlotte Galette,C,CHARACTER,2,Special,2000,1000,Yellow,1,Big Mom Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",-Yellow Charlotte Katakuri- [ST-20]
OP03-110,Charlotte Smoothie,R,CHARACTER,4,Special,5000,1000,Yellow,1,Big Mom Pirates,[When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: This Character gains +2000 power during this battle.,-Yellow Charlotte Katakuri- [ST-20]
OP03-112,Charlotte Pudding,R,CHARACTER,1,Wisdom,2000,1000,Yellow,1,Big Mom Pirates,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 [Sanji] or {Big Mom Pirates} type card other than [Charlotte Pudding] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",-Yellow Charlotte Katakuri- [ST-20]
OP03-115,Streusen,R,CHARACTER,1,Slash,1000,2000,Yellow,1,Big Mom Pirates,[On Play] You may trash 1 card with a [Trigger] from your hand: K.O. up to 1 of your opponent's Characters with a cost of 1 or less.,-Yellow Charlotte Katakuri- [ST-20]
OP03-118,Ikoku Sovereignty,UC,EVENT,2,,-,-,Yellow,1,The Four Emperors/Big Mom Pirates,[Counter] Up to 1 of your Leader or Character cards gains +5000 power during this battle.,-Yellow Charlotte Katakuri- [ST-20]
OP03-121,Thunder Bolt,C,EVENT,2,,-,-,Yellow,1,The Four Emperors/Big Mom Pirates,[Main] You may trash 1 card from the top of your Life cards: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,-Yellow Charlotte Katakuri- [ST-20]
ST07-005,Charlotte Daifuku,C,CHARACTER,4,Slash,5000,1000,Yellow,1,Big Mom Pirates,[DON!! x1] [When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from the top of your deck to the top of your Life cards.,-Yellow Charlotte Katakuri- [ST-20]
ST07-014,Pekoms,C,CHARACTER,3,Strike,5000,1000,Yellow,1,Minks/Big Mom Pirates,-,-Yellow Charlotte Katakuri- [ST-20]
ST20-001,Charlotte Katakuri,SR,CHARACTER,5,Strike,6000,1000,Yellow,3,Big Mom Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Activate: Main] [Once Per Turn] You may turn 1 card from the top of your Life cards face-up: Give up to 1 rested DON!! card to your Leader or 1 of your Characters.",-Yellow Charlotte Katakuri- [ST-20]
ST20-002,Charlotte Cracker,C,CHARACTER,4,Slash,5000,1000,Yellow,3,Big Mom Pirates,"[Once Per Turn] If this Character would be K.O.'d by an effect, you may trash 1 card from the top of your Life cards instead.",-Yellow Charlotte Katakuri- [ST-20]
ST20-003,Charlotte Brulee,C,CHARACTER,3,Special,3000,2000,Yellow,3,Big Mom Pirates,-,-Yellow Charlotte Katakuri- [ST-20]
ST20-004,Charlotte Pudding,C,CHARACTER,3,Wisdom,2000,1000,Yellow,3,Big Mom Pirates,[On Play] You may add 1 card from the top of your Life cards to your hand: Set up to 1 of your {Big Mom Pirates} type Characters with a cost of 3 or less as active.,-Yellow Charlotte Katakuri- [ST-20]
ST20-005,Charlotte Linlin,SR,CHARACTER,6,Special,7000,-,Yellow,3,The Four Emperors/Big Mom Pirates,[On Play] You may trash 1 card from your hand: Your opponent chooses one:• Your opponent trashes 2 cards from their hand.• Trash 1 card from the top of your opponent's Life cards.,-Yellow Charlotte Katakuri- [ST-20]
