card_id,name,rarity,type,cost,attribute,power,counter,color,block,feature,effect,set
OP06-001,Uta,L,LEADER,Life4,Special,5000,-,Red/Purple,2,FILM,"[When Attacking] You may trash 1 {FILM} type card from your hand: Give up to 1 of your opponent's Characters −2000 power during this turn. Then, add up to 1 DON!! card from your DON!! deck and rest it.",-WINGS OF THE CAPTAIN-[OP06]
OP06-001,Uta,L,LEADER,Life4,Special,5000,-,Red/Purple,2,FILM,"[When Attacking] You may trash 1 {FILM} type card from your hand: Give up to 1 of your opponent's Characters −2000 power during this turn. Then, add up to 1 DON!! card from your DON!! deck and rest it.",-WINGS OF THE CAPTAIN-[OP06]
OP06-002,Inazuma,C,CHARACTER,4,Slash,5000,1000,Red,2,Revolutionary Army,"If this Character has 7000 power or more, this Character gains [Banish].(When this card deals damage, the target card is trashed without activating its Trigger.)",-WINGS OF THE CAPTAIN-[OP06]
OP06-003,Emporio.Ivankov,UC,CHARACTER,5,Special,6000,-,Red,2,Revolutionary Army,"[On Play] Look at 3 cards from the top of your deck and play up to 1 {Revolutionary Army} type Character card with 5000 power or less. Then, place the rest at the bottom of your deck in any order.",-WINGS OF THE CAPTAIN-[OP06]
OP06-004,Baron Omatsuri,C,CHARACTER,2,Slash,3000,1000,Red,2,FILM/Omatsuri Island,[On Play] Play up to 1 [Lily Carnation] from your hand.,-WINGS OF THE CAPTAIN-[OP06]
OP06-005,Gasparde,C,CHARACTER,6,Special,8000,1000,Red,2,FILM/Former Navy/Gasparde Pirates,-,-WINGS OF THE CAPTAIN-[OP06]
OP06-006,Saga,UC,CHARACTER,4,Slash,5000,2000,Red,2,FILM/Asuka Island,"[DON!! x1] [When Attacking] This Character gains +1000 power until the start of your next turn. Then, trash 1 of your {FILM} type Characters at the end of this turn.",-WINGS OF THE CAPTAIN-[OP06]
OP06-007,Shanks,SR,CHARACTER,10,Slash,12000,-,Red,2,FILM/The Four Emperors/Red-Haired Pirates,[On Play] K.O. up to 1 of your opponent's Characters with 10000 power or less.,-WINGS OF THE CAPTAIN-[OP06]
OP06-007,Shanks,SR,CHARACTER,10,Slash,12000,-,Red,2,FILM/The Four Emperors/Red-Haired Pirates,[On Play] K.O. up to 1 of your opponent's Characters with 10000 power or less.,-WINGS OF THE CAPTAIN-[OP06]
OP06-008,Schneider,C,CHARACTER,3,Wisdom,5000,1000,Red,2,FILM/Mugiwara Chase,-,-WINGS OF THE CAPTAIN-[OP06]
OP06-009,Shuraiya,SR,CHARACTER,3,Strike,4000,1000,Red,2,FILM/Shipbuilding Town,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[When Attacking]/[On Block] [Once Per Turn] This Character's base power becomes the same as your opponent's Leader until the start of your next turn.",-WINGS OF THE CAPTAIN-[OP06]
OP06-009,Shuraiya,SR,CHARACTER,3,Strike,4000,1000,Red,2,FILM/Shipbuilding Town,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[When Attacking]/[On Block] [Once Per Turn] This Character's base power becomes the same as your opponent's Leader until the start of your next turn.",-WINGS OF THE CAPTAIN-[OP06]
OP06-010,Douglas Bullet,R,CHARACTER,6,Strike,7000,1000,Red,2,FILM/The Pirates Fest,"If your Leader has the {FILM} type, this Character gains [Blocker].(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",-WINGS OF THE CAPTAIN-[OP06]
OP06-011,Tot Musica,R,CHARACTER,5,Special,6000,1000,Red,2,FILM,[Activate: Main] [Once Per Turn] You may rest 1 of your [Uta] cards: This Character gains +5000 power during this turn.,-WINGS OF THE CAPTAIN-[OP06]
OP06-012,Bear.King,UC,CHARACTER,5,Strike,6000,1000,Red,2,FILM/Trump Pirates,"If your opponent has a Leader or Character with a base power of 6000 or more, this Character cannot be K.O.'d in battle.",-WINGS OF THE CAPTAIN-[OP06]
OP06-013,Monkey.D.Luffy,R,CHARACTER,2,Strike,3000,1000,Red,2,FILM/Straw Hat Crew,"[On Play] Look at 3 cards from the top of your deck; reveal up to 1 {FILM} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",-WINGS OF THE CAPTAIN-[OP06]
OP06-013,Monkey.D.Luffy,R,CHARACTER,2,Strike,3000,1000,Red,2,FILM/Straw Hat Crew,"[On Play] Look at 3 cards from the top of your deck; reveal up to 1 {FILM} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",-WINGS OF THE CAPTAIN-[OP06]
OP06-014,Ratchet,C,CHARACTER,1,Wisdom,-,1000,Red,2,FILM/Mecha Island,[On Your Opponent's Attack] You may trash any number of {FILM} type cards from your hand. Your Leader or 1 of your Characters gains +1000 power during this battle for every card trashed.,-WINGS OF THE CAPTAIN-[OP06]
OP06-015,Lily Carnation,C,CHARACTER,4,Special,-,1000,Red,2,FILM/Omatsuri Island,[Activate: Main] [Once Per Turn] You may trash 1 of your Characters with 6000 power or more: Play up to 1 {FILM} type Character card with 2000 to 5000 power from your trash rested.,-WINGS OF THE CAPTAIN-[OP06]
OP06-016,Raise Max,UC,CHARACTER,1,Wisdom,2000,-,Red,2,FILM/Revolutionary Army,[Activate: Main] You may place this Character at the bottom of the owner's deck: Give up to 1 of your opponent's Characters −3000 power during this turn.,-WINGS OF THE CAPTAIN-[OP06]
OP06-017,Meteor-Strike of Love,C,EVENT,2,,-,-,Red,2,FILM/Straw Hat Crew,[Main]/[Counter] You may add 1 card from the top of your Life cards to your hand: Up to 1 of your Leader or Character cards gains +3000 power during this turn.,-WINGS OF THE CAPTAIN-[OP06]
