card_id,name,rarity,type,cost,attribute,power,counter,color,block,feature,effect,set
OP04-001,Nefeltari Vivi,L,LEADER,Life5,Slash,5000,-,Red/Blue,1,Alabasta,This Leader cannot attack.[Activate: Main] [Once Per Turn] ➁ (You may rest the specified number of DON!! cards in your cost area.): Draw 1 card and up to 1 of your Characters gains [Rush] during this turn.(This card can attack on the turn in which it is played.),-KINGDOMS OF INTRIGUE- [OP04]
OP04-001,Nefeltari Vivi,L,LEADER,Life5,Slash,5000,-,Red/Blue,1,Alabasta,This Leader cannot attack.[Activate: Main] [Once Per Turn] ➁ (You may rest the specified number of DON!! cards in your cost area.): Draw 1 card and up to 1 of your Characters gains [Rush] during this turn.(This card can attack on the turn in which it is played.),-KINGDOMS OF INTRIGUE- [OP04]
OP04-002,Igaram,R,CHARACTER,2,Ranged,3000,1000,Red,1,Alabasta,"[Activate: Main] You may rest this Character and give your 1 active Leader −5000 power during this turn: Look at 5 cards from the top of your deck; reveal up to 1 {Alabasta} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",-KINGDOMS OF INTRIGUE- [OP04]
OP04-003,Usopp,UC,CHARACTER,4,Wisdom,5000,1000,Red,1,Alabasta/Straw Hat Crew,[On K.O.] K.O. up to 1 of your opponent's Characters with 5000 base power or less.,-KINGDOMS OF INTRIGUE- [OP04]
OP04-004,Karoo,C,CHARACTER,1,Strike,2000,1000,Red,1,Animal/Alabasta,[Activate: Main] You may rest this Character: Give up to 1 rested DON!! card to each of your {Alabasta} type Characters.,-KINGDOMS OF INTRIGUE- [OP04]
OP04-005,Kung Fu Jugon,C,CHARACTER,1,Strike,1000,1000,Red,1,Animal/Alabasta,"If you have a [Kung Fu Jugon] other than this Character, this Character gains [Blocker].(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",-KINGDOMS OF INTRIGUE- [OP04]
OP04-006,Koza,UC,CHARACTER,3,Slash,3000,2000,Red,1,Alabasta,[When Attacking] You may give your 1 active Leader −5000 power during this turn: This Character gains +2000 power until the start of your next turn.,-KINGDOMS OF INTRIGUE- [OP04]
OP04-007,Sanji,C,CHARACTER,1,Strike,3000,1000,Red,1,Alabasta/Straw Hat Crew,-,-KINGDOMS OF INTRIGUE- [OP04]
OP04-008,Chaka,R,CHARACTER,3,Slash,5000,-,Red,1,Alabasta,"[DON!! x1] [When Attacking] If your Leader is [Nefeltari Vivi], give up to 1 of your opponent's Characters −3000 power during this turn. Then, K.O. up to 1 of your opponent's Characters with 0 power or less.",-KINGDOMS OF INTRIGUE- [OP04]
OP04-009,Super Spot-Billed Duck Troops,UC,CHARACTER,2,Strike,3000,2000,Red,1,Animal/Alabasta,[When Attacking] You may give your 1 active Leader −5000 power during this turn: Return this Character to the owner's hand at the end of this turn.,-KINGDOMS OF INTRIGUE- [OP04]
OP04-010,Tony Tony.Chopper,C,CHARACTER,3,Strike,4000,1000,Red,1,Animal/Alabasta/Straw Hat Crew,[On Play] Play up to 1 {Animal} type Character card with 3000 power or less from your hand.,-KINGDOMS OF INTRIGUE- [OP04]
OP04-011,Nami,C,CHARACTER,2,Wisdom,3000,1000,Red,1,Alabasta/Straw Hat Crew,"[When Attacking] Reveal 1 card from the top of your deck. If the revealed card is a Character card with 6000 power or more, this Character gains +3000 power during this turn. Then, place the revealed card at the bottom of your deck.",-KINGDOMS OF INTRIGUE- [OP04]
OP04-012,Nefeltari Cobra,C,CHARACTER,2,Wisdom,-,1000,Red,1,Alabasta,[Your Turn] All of your {Alabasta} type Characters other than this Character gain +1000 power.,-KINGDOMS OF INTRIGUE- [OP04]
OP04-013,Pell,SR,CHARACTER,5,Slash,6000,-,Red,1,Alabasta,[DON!! x1] [When Attacking] K.O. up to 1 of your opponent's Characters with 4000 power or less.,-KINGDOMS OF INTRIGUE- [OP04]
OP04-013,Pell,SR,CHARACTER,5,Slash,6000,-,Red,1,Alabasta,[DON!! x1] [When Attacking] K.O. up to 1 of your opponent's Characters with 4000 power or less.,-KINGDOMS OF INTRIGUE- [OP04]
OP04-014,Monkey.D.Luffy,UC,CHARACTER,8,Strike,9000,-,Red,1,Alabasta/Straw Hat Crew,"[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.)",-KINGDOMS OF INTRIGUE- [OP04]
OP04-015,Roronoa Zoro,R,CHARACTER,5,Slash,6000,1000,Red,1,Alabasta/Straw Hat Crew,[On Play] Give up to 1 of your opponent's Characters −2000 power during this turn.,-KINGDOMS OF INTRIGUE- [OP04]
OP04-016,Bad Manners Kick Course,R,EVENT,-,,-,-,Red,1,Alabasta/Straw Hat Crew,[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle.,-KINGDOMS OF INTRIGUE- [OP04]
OP04-017,Happiness Punch,C,EVENT,1,,-,-,Red,1,Alabasta/Straw Hat Crew,"[Counter] Give up to 1 of your opponent's Leader or Character cards −2000 power during this turn. Then, if your Leader is active, give up to 1 of your opponent's Leader or Character cards −1000 power during this turn.",-KINGDOMS OF INTRIGUE- [OP04]
OP04-018,Enchanting Vertigo Dance,UC,EVENT,3,,-,-,Red,1,Alabasta,"[Main] If your Leader has the {Alabasta} type, give up to 2 of your opponent's Characters −2000 power during this turn.",-KINGDOMS OF INTRIGUE- [OP04]
OP04-019,Donquixote Doflamingo,L,LEADER,Life4,Special,5000,-,Green/Purple,1,The Seven Warlords of the Sea/Donquixote Pirates,[End of Your Turn] Set up to 2 of your DON!! cards as active.,-KINGDOMS OF INTRIGUE- [OP04]
OP04-019,Donquixote Doflamingo,L,LEADER,Life4,Special,5000,-,Green/Purple,1,The Seven Warlords of the Sea/Donquixote Pirates,[End of Your Turn] Set up to 2 of your DON!! cards as active.,-KINGDOMS OF INTRIGUE- [OP04]
OP04-020,Issho,L,LEADER,Life4,Special,5000,-,Green/Black,1,Navy,[DON!! x1] [Your Turn] Give all of your opponent's Characters −1 cost.[End of Your Turn] ➀ (You may rest the specified number of DON!! cards in your cost area.): Set up to 1 of your Characters with a cost of 5 or less as active.,-KINGDOMS OF INTRIGUE- [OP04]
OP04-020,Issho,L,LEADER,Life4,Special,5000,-,Green/Black,1,Navy,[DON!! x1] [Your Turn] Give all of your opponent's Characters −1 cost.[End of Your Turn] ➀ (You may rest the specified number of DON!! cards in your cost area.): Set up to 1 of your Characters with a cost of 5 or less as active.,-KINGDOMS OF INTRIGUE- [OP04]
OP04-021,Viola,C,CHARACTER,3,Special,3000,2000,Green,1,Donquixote Pirates,[On Your Opponent's Attack] ➁ (You may rest the specified number of DON!! cards in your cost area.): Rest up to 1 of your opponent's DON!! cards.,-KINGDOMS OF INTRIGUE- [OP04]
OP04-022,Eric,UC,CHARACTER,1,Slash,2000,1000,Green,1,East Blue,[Activate: Main] You may rest this Character: Rest up to 1 of your opponent's Characters with a cost of 1 or less.,-KINGDOMS OF INTRIGUE- [OP04]
OP04-023,Kuro,C,CHARACTER,6,Slash,8000,1000,Green,1,East Blue/Black Cat Pirates,-,-KINGDOMS OF INTRIGUE- [OP04]
OP04-024,Sugar,SR,CHARACTER,2,Special,-,1000,Green,1,Donquixote Pirates,"[Opponent's Turn] [Once Per Turn] When your opponent plays a Character, if your Leader has the {Donquixote Pirates} type, rest up to 1 of your opponent's Characters. Then, rest this Character.[On Play] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",-KINGDOMS OF INTRIGUE- [OP04]
