card_id,name,rarity,type,cost,attribute,power,counter,color,block,feature,effect,set
OP01-001,Roronoa Zoro,L,LEADER,Life5,Slash,5000,-,Red,1,Supernovas/Straw Hat Crew,[DON!! x1] [Your Turn] All of your Characters gain +1000 power.,-ROMANCE DAWN- [OP01]
OP01-001,Roronoa Zoro,L,LEADER,Life5,Slash,5000,-,Red,1,Supernovas/Straw Hat Crew,[DON!! x1] [Your Turn] All of your Characters gain +1000 power.,-ROMANCE DAWN- [OP01]
OP01-002,Trafalgar Law,L,LEADER,Life4,Slash,5000,-,Red/Green,1,Supernovas/Heart Pirates,"[Activate: Main] [Once Per Turn] ➁ (You may rest the specified number of DON!! cards in your cost area.): If you have 5 Characters, return 1 of your Characters to the owner's hand. Then, play up to 1 Character with a cost of 5 or less from your hand that is a different color than the returned Character.",-ROMANCE DAWN- [OP01]
OP01-002,Trafalgar Law,L,LEADER,Life4,Slash,5000,-,Red/Green,1,Supernovas/Heart Pirates,"[Activate: Main] [Once Per Turn] ➁ (You may rest the specified number of DON!! cards in your cost area.): If you have 5 Characters, return 1 of your Characters to the owner's hand. Then, play up to 1 Character with a cost of 5 or less from your hand that is a different color than the returned Character.",-ROMANCE DAWN- [OP01]
OP01-003,Monkey.D.Luffy,L,LEADER,Life4,Strike,5000,-,Red/Green,1,Supernovas/Straw Hat Crew,[Activate: Main] [Once Per Turn] ➃ (You may rest the specified number of DON!! cards in your cost area.): Set up to 1 of your {Supernovas} or {Straw Hat Crew} type Character cards with a cost of 5 or less as active. It gains +1000 power during this turn.,-ROMANCE DAWN- [OP01]
OP01-003,Monkey.D.Luffy,L,LEADER,Life4,Strike,5000,-,Red/Green,1,Supernovas/Straw Hat Crew,[Activate: Main] [Once Per Turn] ➃ (You may rest the specified number of DON!! cards in your cost area.): Set up to 1 of your {Supernovas} or {Straw Hat Crew} type Character cards with a cost of 5 or less as active. It gains +1000 power during this turn.,-ROMANCE DAWN- [OP01]
OP01-004,Usopp,R,CHARACTER,2,Ranged,3000,2000,Red,1,Straw Hat Crew,[DON!! x1] [Your Turn] [Once Per Turn] Draw 1 card when your opponent activates an Event.,-ROMANCE DAWN- [OP01]
OP01-005,Uta,R,CHARACTER,4,Special,4000,-,Red,1,FILM,[On Play] Add up to 1 red Character card other than [Uta] with a cost of 3 or less from your trash to your hand.,-ROMANCE DAWN- [OP01]
OP01-006,Otama,UC,CHARACTER,1,Special,-,2000,Red,1,Land of Wano,[On Play] Give up to 1 of your opponent's Characters −2000 power during this turn.,-ROMANCE DAWN- [OP01]
OP01-007,Caribou,C,CHARACTER,3,Special,4000,1000,Red,1,Supernovas/Caribou Pirates,[On K.O.] K.O. up to 1 of your opponent's Characters with 4000 power or less.,-ROMANCE DAWN- [OP01]
OP01-008,Cavendish,C,CHARACTER,4,Slash,5000,-,Red,1,Supernovas/Beautiful Pirates,[On Play] You may add 1 card from your Life area to your hand: This Character gains [Rush] during this turn. (This card can attack on the turn in which it is played.),-ROMANCE DAWN- [OP01]
OP01-008,Cavendish,C,CHARACTER,4,Slash,5000,-,Red,1,Supernovas/Beautiful Pirates,[On Play] You may add 1 card from your Life area to your hand: This Character gains [Rush] during this turn. (This card can attack on the turn in which it is played.),-ROMANCE DAWN- [OP01]
OP01-009,Carrot,C,CHARACTER,2,Strike,3000,1000,Red,1,Minks,[Trigger] Play this card.,-ROMANCE DAWN- [OP01]
OP01-010,Komachiyo,C,CHARACTER,1,Strike,3000,1000,Red,1,Animal/Land of Wano,-,-ROMANCE DAWN- [OP01]
OP01-011,Gordon,UC,CHARACTER,2,Wisdom,3000,2000,Red,1,FILM,[On Play] You may place 1 card from your hand at the bottom of your deck: Draw 1 card.,-ROMANCE DAWN- [OP01]
