card_id,name,rarity,type,cost,attribute,power,counter,color,block,feature,effect,set
OP03-001,Portgas.D.Ace,L,LEADER,Life5,Special,5000,-,Red,1,Whitebeard Pirates,"When this Leader attacks or is attacked, you may trash any number of Event or Stage cards from your hand. This Leader gains +1000 power during this battle for every card trashed.",-PILLARS OF STRENGTH- [OP03]
OP03-001,Portgas.D.Ace,L,LEADER,Life5,Special,5000,-,Red,1,Whitebeard Pirates,"When this Leader attacks or is attacked, you may trash any number of Event or Stage cards from your hand. This Leader gains +1000 power during this battle for every card trashed.",-PILLARS OF STRENGTH- [OP03]
OP03-002,Adio,UC,CHARACTER,4,Ranged,5000,1000,Red,1,ODYSSEY,[DON!! x1] [When Attacking] Your opponent cannot activate a [Blocker] Character that has 2000 or less power during this battle.,-PILLARS OF STRENGTH- [OP03]
OP03-003,Izo,R,CHARACTER,1,Ranged,2000,1000,Red,1,Land of Wano/Whitebeard Pirates,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""Whitebeard Pirates"" other than [Izo] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",-PILLARS OF STRENGTH- [OP03]
OP03-004,Curiel,C,CHARACTER,3,Ranged,4000,1000,Red,1,Whitebeard Pirates,This Character cannot attack a Leader on the turn in which it is played.[DON!! x1] This Character gains [Rush].(This card can attack on the turn in which it is played.),-PILLARS OF STRENGTH- [OP03]
OP03-005,Thatch,UC,CHARACTER,1,Slash,2000,1000,Red,1,Whitebeard Pirates,"[Activate: Main] [Once Per Turn] This Character gains +2000 power during this turn. Then, trash this Character at the end of this turn.",-PILLARS OF STRENGTH- [OP03]
OP03-006,Speed Jil,C,CHARACTER,4,Slash,6000,1000,Red,1,Whitebeard Pirates,-,-PILLARS OF STRENGTH- [OP03]
OP03-007,Namule,C,CHARACTER,3,Strike,5000,1000,Red,1,Fish-Man/Whitebeard Pirates,-,-PILLARS OF STRENGTH- [OP03]
OP03-008,Buggy,UC,CHARACTER,1,Slash,3000,-,Red,1,Buggy Pirates,"This Character cannot be K.O.'d in battle by  attribute cards.[On Play] Look at 5 cards from the top of your deck; reveal up to 1 red Event and add it to your hand. Then, place the rest at the bottom of your deck in any order.",-PILLARS OF STRENGTH- [OP03]
OP03-009,Haruta,C,CHARACTER,2,Slash,3000,1000,Red,1,Whitebeard Pirates,[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.,-PILLARS OF STRENGTH- [OP03]
OP03-010,Fossa,C,CHARACTER,2,Slash,2000,1000,Red,1,Whitebeard Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",-PILLARS OF STRENGTH- [OP03]
OP03-011,Blamenco,UC,CHARACTER,2,Strike,3000,1000,Red,1,Whitebeard Pirates,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −2000 power during this turn.,-PILLARS OF STRENGTH- [OP03]
OP03-012,Marshall.D.Teach,R,CHARACTER,4,Strike,6000,-,Red,1,Whitebeard Pirates,"[When Attacking] You may trash 1 of your red Characters with 4000 power or more: Draw 1 card. Then, this Character gains +1000 power during this battle.",-PILLARS OF STRENGTH- [OP03]
OP03-013,Marco,SR,CHARACTER,5,Special,6000,1000,Red,1,Whitebeard Pirates,[Your Turn] [On Play] K.O. up to 1 of your opponent's Characters with 3000 power or less.[On K.O.] You may trash 1 Event from your hand: You may play this Character card from your trash rested.,-PILLARS OF STRENGTH- [OP03]
OP03-013,Marco,SR,CHARACTER,5,Special,6000,1000,Red,1,Whitebeard Pirates,[Your Turn] [On Play] K.O. up to 1 of your opponent's Characters with 3000 power or less.[On K.O.] You may trash 1 Event from your hand: You may play this Character card from your trash rested.,-PILLARS OF STRENGTH- [OP03]
OP03-014,Monkey.D.Garp,UC,CHARACTER,3,Strike,5000,-,Red,1,Navy,[When Attacking] Play up to 1 red Character card with a cost of 1 from your hand.,-PILLARS OF STRENGTH- [OP03]
OP03-015,Lim,UC,CHARACTER,3,Wisdom,2000,-,Red,1,ODYSSEY,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Opponent's Turn] When this Character is K.O.'d, give up to 1 of your opponent's Leader or Character cards −2000 power during this turn.",-PILLARS OF STRENGTH- [OP03]
OP03-016,Flame Emperor,R,EVENT,7,,-,-,Red,1,Whitebeard Pirates,"[Main] If your Leader is [Portgas.D.Ace], K.O. up to 1 of your opponent's Characters with 8000 power or less, and your Leader gains [Double Attack] and +3000 power during this turn.(This card deals 2 damage.)",-PILLARS OF STRENGTH- [OP03]
OP03-017,Cross Fire,UC,EVENT,2,,-,-,Red,1,Whitebeard Pirates,"[Main]/[Counter] If your Leader's type includes ""Whitebeard Pirates"", give up to 1 of your opponent's Characters −4000 power during this turn.",-PILLARS OF STRENGTH- [OP03]
OP03-018,Fire Fist,R,EVENT,3,,-,-,Red,1,Whitebeard Pirates,[Main] You may trash 1 Event from your hand: K.O. up to 1 of your opponent's Characters with 5000 power or less and up to 1 of your opponent's Characters with 4000 power or less.,-PILLARS OF STRENGTH- [OP03]
