card_id,name,rarity,type,cost,attribute,power,counter,color,block,feature,effect,set
ST07-001,Charlotte Linlin,L,LEADER,Life5,Special,5000,-,Yellow,1,The Four Emperors/Big Mom Pirates,"[DON!! x2] [When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: If you have 2 or less Life cards, add up to 1 card from your hand to the top of your Life cards.",Big Mom Pirates [ST-07]
ST07-002,Charlotte Anana,C,CHARACTER,1,Wisdom,3000,1000,Yellow,1,Big Mom Pirates,-,Big Mom Pirates [ST-07]
ST07-003,Charlotte Katakuri,SR,CHARACTER,4,Strike,6000,-,Yellow,1,Big Mom Pirates,"[On Play] Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards. Then, if you have less Life cards than your opponent, this Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)",Big Mom Pirates [ST-07]
ST07-004,Charlotte Snack,C,CHARACTER,5,Slash,6000,-,Yellow,1,Big Mom Pirates,"[DON!! x1] [When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: This Character gains [Banish] and +1000 power during this battle.(When this card deals damage, the target card is trashed without activating its Trigger.)",Big Mom Pirates [ST-07]
ST07-005,Charlotte Daifuku,C,CHARACTER,4,Slash,5000,1000,Yellow,1,Big Mom Pirates,[DON!! x1] [When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from the top of your deck to the top of your Life cards.,Big Mom Pirates [ST-07]
ST07-006,Charlotte Flampe,C,CHARACTER,2,Ranged,4000,1000,Yellow,1,Big Mom Pirates,-,Big Mom Pirates [ST-07]
ST07-007,Charlotte Brulee,C,CHARACTER,3,Special,1000,1000,Yellow,1,Big Mom Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",Big Mom Pirates [ST-07]
ST07-008,Charlotte Pudding,C,CHARACTER,2,Wisdom,3000,2000,Yellow,1,Big Mom Pirates,"[On Play] Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards.",Big Mom Pirates [ST-07]
ST07-009,Charlotte Mont-d'or,C,CHARACTER,3,Special,4000,1000,Yellow,1,Big Mom Pirates,[Activate: Main] You may rest this Character and add 1 card from the top or bottom of your Life cards to your hand: K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,Big Mom Pirates [ST-07]
ST07-010,Charlotte Linlin,SR,CHARACTER,7,Special,8000,-,Yellow,1,The Four Emperors/Big Mom Pirates,[On Play] Your opponent chooses one:- Trash 1 card from the top of your opponent's Life cards.- Add 1 card from the top of your deck to the top of your Life cards.,Big Mom Pirates [ST-07]
ST07-011,Zeus,C,CHARACTER,3,Special,3000,1000,Yellow,1,Big Mom Pirates/Homies,"[Activate: Main] You may rest this Character: Up to 1 of your [Charlotte Linlin] cards gains [Banish] during this turn.(When this card deals damage, the target card is trashed without activating its Trigger.)",Big Mom Pirates [ST-07]
ST07-012,Baron Tamago,C,CHARACTER,4,Strike,6000,1000,Yellow,1,Big Mom Pirates,-,Big Mom Pirates [ST-07]
ST07-013,Prometheus,C,CHARACTER,3,Special,3000,1000,Yellow,1,Big Mom Pirates/Homies,[Activate: Main] You may rest this Character: Up to 1 of your [Charlotte Linlin] cards gains [Double Attack] during this turn.(This card deals 2 damage.),Big Mom Pirates [ST-07]
ST07-014,Pekoms,C,CHARACTER,3,Strike,5000,1000,Yellow,1,Minks/Big Mom Pirates,-,Big Mom Pirates [ST-07]
ST07-015,Soul Pocus,C,EVENT,5,,-,-,Yellow,1,The Four Emperors/Big Mom Pirates,[Main] Your opponent chooses one:- Trash 1 card from the top of your opponent's Life cards.- Add 1 card from the top of your deck to the top of your Life cards.,Big Mom Pirates [ST-07]
ST07-016,Power Mochi,C,EVENT,1,,-,-,Yellow,1,Big Mom Pirates,"[Counter] Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards. Then, up to 1 of your Leader or Character cards gains +2000 power during this battle.",Big Mom Pirates [ST-07]
ST07-017,Queen Mama Chanter,C,STAGE,2,,-,-,Yellow,1,Big Mom Pirates/Homies,[Activate: Main] You may rest this Stage and add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 of your Characters with a cost of 3 to the top of the owner's Life cards face-up.,Big Mom Pirates [ST-07]
